full_path,emotion_confidence,seed,quality_score,original_caption,emotion_type
12737,0.637,12737,0.853,Picture of a bride. The hair is red. Hair color is red. Eyes are red. Face looks very different,sad
01170,0.637,1170,0.9844,Picture of a man wearing a hat and glasses. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly at the camera,sad
00756,0.637,756,0.734,Picture of a woman with glasses and a tie. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly,sad
10468,0.637,10468,0.9033,Picture of a young man with a frothy look on his face. The hair is wet. Hair color is brown. Eyes are open. Face looks very sad,sad
16998,0.637,16998,0.989,Picture of a man with glasses and a beard. The hair is blonde. Hair color is blonde. Eyes are closed. Face looks slightly slightly,sad
12841,0.637,12841,0.978,Picture of a woman. The hair is long. Hair color is dark brown. Eyes are brown. Face looks slightly slightly,sad
08528,0.637,8528,0.9243,Picture of a man. The hair is black. Hair color is black. Eyes are open. Face looks slightly at camera,sad
07266,0.637,7266,0.9883,Picture of a girl. The hair is long. Hair color is brown. Eyes are open. Face looks like a little girl,sad
17295,0.637,17295,0.9927,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly,sad
14110,0.637,14110,0.6533,Picture of a woman with sunglasses and a microphone. The hair is long. Hair color is red. Eyes are closed. Face looks slightly to the left,sad
13898,0.6353,13898,0.961,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks like a woman,sad
16558,0.6353,16558,0.9897,Picture of a woman with a microphone. The hair is long. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
00815,0.6353,815,0.9727,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
05403,0.6353,5403,0.9795,Picture of a woman. The hair is dark. Hair color is dark brown. Eyes are open. Face looks like a woman,sad
05379,0.6353,5379,0.894,Picture of a man with glasses and a tie. The hair is dark. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
00217,0.6353,217,0.6895,Picture of a woman with a very long hair. The hair is gray. Hair color is gray. Eyes are open. Face looks like a crazy person,sad
12076,0.6333,12076,0.998,Picture of a man with a tie and a suit. The hair is black. Hair color is black. Eyes are open. Face looks like a man,sad
12863,0.6333,12863,0.7056,Picture of a man with a white shirt and a white shirt. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
02988,0.6333,2988,0.8335,Picture of a man with glasses and a tie. The hair is short. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
19177,0.6333,19177,0.8623,Picture of a child. The hair is blonde. Hair color is brown. Eyes are blue. Face looks to the left,sad
13148,0.6333,13148,0.9795,Picture of a girl. The hair is blonde. Hair color is blonde. Eyes are open. Face looks to the left,sad
08816,0.6333,8816,0.9937,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks very sad,sad
02863,0.6333,2863,0.9893,Picture of a boy and a woman. The hair is gray. Hair color is light brown. Eyes are open. Face looks like a face,sad
05483,0.6333,5483,0.8965,Picture of a baby wearing a helmet. The hair is brown. Hair color is brown. Eyes are closed. Face looks like a baby,sad
11195,0.6333,11195,0.9336,Picture of a woman with a headband on. The hair is wet. Hair color is gray. Eyes are closed. Face looks sad,sad
17094,0.6333,17094,0.962,Picture of a man. The hair is blonde. Hair color is light brown. Eyes are open. Face looks slightly slightly,sad
01916,0.6333,1916,0.9766,Picture of a man with a beard and a beard. The hair is bald. Hair color is light brown. Eyes are open. Face looks slightly slightly,sad
18395,0.6333,18395,0.876,Picture of a man wearing a crown and glasses. The hair is shiny. Hair color is silver. Eyes are closed. Face looks like a man with a crown on his head,sad
12635,0.6333,12635,0.964,Picture of a man with a hair cut. The hair is black. Hair color is black. Eyes are open. Face looks like a man with a haircut,sad
04399,0.6333,4399,0.9844,Picture of a woman with a bird on her head. The hair is brown. Hair color is brown. Eyes are open. Face looks like a bird,sad
19957,0.6333,19957,0.9707,Picture of a man in a graduation cap. The hair is gray. Hair color is brown. Eyes are open. Face looks like a man,sad
10430,0.6333,10430,0.9487,Picture of a man with long hair. The hair is blonde. Hair color is red. Eyes are open. Face looks like a man,sad
02383,0.6333,2383,0.937,Picture of a girl with a red flower in her hair. The hair is pink. Hair color is red. Eyes are open. Face looks like a flower,sad
07569,0.6333,7569,0.829,Picture of a young boy with a tie and sunglasses. The hair is black. Hair color is black. Eyes are open. Face looks like a child,sad
16953,0.6333,16953,0.9893,Picture of a young child. The hair is blonde. Hair color is blonde. Eyes are open. Face looks very sad,sad
13236,0.6333,13236,0.8267,Picture of a man with a fake hair. The hair is brown. Hair color is brown. Eyes are open. Face looks like a man,sad
01383,0.6333,1383,0.9673,Picture of a woman with a hat on. The hair is long. Hair color is brown. Eyes are open. Face looks like a face,sad
02604,0.6333,2604,0.973,Picture of a man with glasses. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly,sad
19473,0.6333,19473,0.9976,Picture of a man with a hat on. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a man,sad
12944,0.6333,12944,0.966,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks like a man,sad
12101,0.6333,12101,0.866,Picture of a man in a suit and tie. The hair is gray. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
01951,0.6333,1951,0.9824,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks very happy,sad
19985,0.6333,19985,0.662,Picture of a man. The hair is wet. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
14842,0.6333,14842,0.9536,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly at camera,sad
08059,0.6333,8059,0.8975,Picture of a man. The hair is red. Hair color is red. Eyes are open. Face looks slightly slightly,sad
18266,0.6333,18266,0.977,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
11570,0.6333,11570,0.954,Picture of a woman. The hair is black. Hair color is black. Eyes are open. Face looks very young,sad
02729,0.6333,2729,0.967,Picture of a baby. The hair is brown. Hair color is brown. Eyes are brown. Face looks very sad,sad
16188,0.632,16188,0.921,Picture of a man with a beard and a microphone. The hair is brown. Hair color is brown. Eyes are open. Face looks like a man,sad
01430,0.632,1430,0.8154,Picture of a man. The hair is short. Hair color is brown. Eyes are open. Face looks very sad,sad
08878,0.632,8878,1.0,Picture of a woman with a red lipstick. The hair is brown. Hair color is brown. Eyes are brown. Face looks like a woman,sad
19487,0.632,19487,0.8223,Picture of a man brushing his teeth. The hair is black. Hair color is black. Eyes are open. Face looks slightly slightly,sad
10297,0.632,10297,0.958,Picture of a man with glasses and a tie. The hair is gray. Hair color is light brown. Eyes are open. Face looks slightly slightly,sad
04987,0.632,4987,0.905,Picture of a man. The hair is black. Hair color is black. Eyes are open. Face looks slightly slightly,sad
09095,0.63,9095,0.6826,Picture of a woman with a blue tie and a white hat. The hair is long. Hair color is white. Eyes are closed. Face looks like a woman,sad
06107,0.63,6107,0.8965,Picture of a man with glasses and a tie. The hair is short. Hair color is light brown. Eyes are open. Face looks slightly slightly,sad
16923,0.63,16923,0.965,Picture of a young man. The hair is short. Hair color is brown. Eyes are open. Face looks slightly at the camera,sad
15113,0.63,15113,0.728,Picture of a girl. The hair is wet. Hair color is brown. Eyes are open. Face looks very sad,sad
12559,0.63,12559,0.8374,Picture of a woman holding a baby. The hair is brown. Hair color is brown. Eyes are open. Face looks like a baby,sad
18765,0.63,18765,0.9966,Picture of a woman with frothy skin. The hair is brown. Hair color is brown. Eyes are open. Face looks like a woman,sad
05669,0.63,5669,0.964,Picture of a woman with long dark hair and a pink shirt. The hair is long and dark brown. Hair color is a great shade for dark hair. Eyes are the best makeup for asian women. Face looks like a woman with long dark hair and a pink lipstick,sad
15766,0.63,15766,0.922,Picture of a man. The hair is black. Hair color is black. Eyes are open. Face looks slightly to the left,sad
10150,0.63,10150,0.9946,Picture of a boy. The hair is brown. Hair color is brown. Eyes are blue. Face looks slightly slightly,sad
01595,0.63,1595,0.995,Picture of a man with glasses and a microphone. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
13242,0.63,13242,0.857,Picture of a man with a beard. The hair is gray. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
07866,0.63,7866,0.999,Picture of a woman. The hair is long. Hair color is brown. Eyes are open. Face looks to the left,sad
03621,0.63,3621,0.7637,Picture of a man. The hair is bald. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
00204,0.63,204,0.752,Picture of a woman with frng fr fr fr fr fr fr fr fr fr fr fr fr. The hair is brown. Hair color is brown. Eyes are blue. Face looks very blue,sad
06606,0.63,6606,0.8975,Picture of a man with a beard. The hair is gray. Hair color is light gray. Eyes are open. Face looks slightly slightly,sad
18827,0.63,18827,0.7637,Picture of a young man with glasses and a cell. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly at the camera,sad
07233,0.63,7233,0.9224,Picture of a man with glasses and a cat. The hair is black. Hair color is black. Eyes are open. Face looks like a man,sad
05619,0.63,5619,0.9697,Picture of a man in a suit and tie. The hair is gray. Hair color is light brown. Eyes are open. Face looks very old,sad
10283,0.63,10283,0.9824,Picture of a girl. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly at the camera,sad
02462,0.63,2462,0.922,Picture of a man with glasses and a beard. The hair is short. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
14381,0.63,14381,0.996,Picture of a woman. The hair is black. Hair color is black. Eyes are open. Face looks very at the camera,sad
01050,0.63,1050,0.975,Picture of a man with glasses and a tie. The hair is white. Hair color is white. Eyes are open. Face looks slightly slightly,sad
10253,0.63,10253,0.964,Picture of a man with glasses. The hair is black. Hair color is black. Eyes are open. Face looks slightly slightly,sad
02680,0.63,2680,0.9155,Picture of a man with a hat on. The hair is black. Hair color is brown. Eyes are open. Face looks very serious,sad
10661,0.63,10661,0.766,Picture of a woman with long hair. The hair is long. Hair color is brown. Eyes are open. Face looks very at the camera,sad
10225,0.628,10225,0.9497,Picture of a woman with a hat and a blue background. The hair is brown. Hair color is brown. Eyes are open. Face looks down,sad
07718,0.628,7718,0.9893,Picture of a little girl. The hair is brown. Hair color is brown. Eyes are blue. Face looks very sad,sad
01045,0.628,1045,0.6895,Picture of a man. The hair is black. Hair color is black. Eyes are open. Face looks slightly to the left,sad
10549,0.626,10549,0.964,Picture of a man with glasses and a striped shirt. The hair is short. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
01207,0.626,1207,0.989,Picture of a man with a beard and glasses. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly,sad
01496,0.626,1496,0.9746,Picture of a young boy. The hair is brown. Hair color is brown. Eyes are open. Face looks like a boy,sad
14337,0.626,14337,0.856,Picture of a woman with green hair. The hair is dark. Hair color is green. Eyes are open. Face looks like a woman,sad
10876,0.626,10876,0.994,Picture of a baby. The hair is blonde. Hair color is blue. Eyes are blue. Face looks to the right,sad
16724,0.626,16724,0.8687,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are closed. Face looks very sad,sad
02671,0.626,2671,0.7744,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly to the left,sad
03846,0.626,3846,0.9546,Picture of a boy. The hair is brown. Hair color is brown. Eyes are open. Face looks to the left,sad
14344,0.626,14344,0.662,Picture of a young boy. The hair is blonde. Hair color is blonde. Eyes are open. Face looks very happy,sad
01940,0.626,1940,0.99,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
07471,0.626,7471,0.9995,Picture of a young man with a very long curly hair. The hair is curly. Hair color is brown. Eyes are open. Face looks very sad,sad
05761,0.626,5761,0.9185,Picture of a woman with sunglasses on. The hair is brown. Hair color is brown. Eyes are closed. Face looks slightly,sad
16386,0.626,16386,0.993,Picture of a man with a beard and a hat. The hair is brown. Hair color is brown. Eyes are blue. Face looks very sad,sad
07550,0.626,7550,0.979,Picture of a man with glasses and a suit. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly slightly,sad
18004,0.626,18004,0.9336,Picture of a man. The hair is dirty. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
15301,0.626,15301,0.648,Picture of a man with glasses. The hair is curly. Hair color is brown. Eyes are open. Face looks very old,sad
11209,0.626,11209,0.7295,Picture of a young boy with a toothy expression. The hair is blonde. Hair color is blonde. Eyes are blue. Face looks very sad,sad
07110,0.626,7110,0.852,Picture of a man with a bird on his head. The hair is black. Hair color is brown. Eyes are open. Face looks like a bird,sad
00517,0.626,517,0.85,Picture of a woman. The hair is black. Hair color is black. Eyes are open. Face looks like a woman,sad
15398,0.626,15398,0.995,Picture of a man and a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks very sad,sad
19173,0.626,19173,0.998,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
15045,0.626,15045,0.9087,Picture of a little girl with blonde hair. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a little girl,sad
06919,0.626,6919,0.967,Picture of a woman. The hair is brown. Hair color is brown. Eyes are clear. Face looks to the left,sad
06818,0.626,6818,0.9365,Picture of a man wearing sunglasses and a hat. The hair is gray. Hair color is gray. Eyes are black. Face looks like a man,sad
00678,0.626,678,0.655,Picture of a man. The hair is black. Hair color is black. Eyes are open. Face looks slightly to the left,sad
10912,0.626,10912,0.9507,Picture of a man with a beard. The hair is blonde. Hair color is red. Eyes are open. Face looks slightly slightly,sad
03560,0.626,3560,0.829,Picture of a young girl. The hair is brown. Hair color is brown. Eyes are blue. Face looks very sad,sad
12085,0.626,12085,0.842,Picture of a man. The hair is black. Hair color is brown. Eyes are open. Face looks slightly at camera,sad
04413,0.626,4413,0.8354,Picture of a man with a striped shirt. The hair is gray. Hair color is light brown. Eyes are open. Face looks very sad,sad
08776,0.6245,8776,0.904,Picture of a man with a short hair. The hair is brown. Hair color is brown. Eyes are open. Face looks very happy,sad
05754,0.6245,5754,0.752,Picture of a man with glasses and a tie. The hair is gray. Hair color is light gray. Eyes are open. Face looks slightly slightly,sad
07656,0.6245,7656,0.9746,Picture of a woman. The hair is curly. Hair color is blonde. Eyes are open. Face looks slightly slightly,sad
13655,0.6245,13655,0.909,Picture of a man wearing glasses and a suit. The hair is gray. Hair color is gray. Eyes are closed. Face looks slightly slightly,sad
05298,0.6245,5298,0.856,Picture of a woman. The hair is long. Hair color is brown. Eyes are open. Face looks slightly,sad
03432,0.6245,3432,0.9326,Picture of a little girl. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a baby,sad
15055,0.6245,15055,0.906,Picture of a man. The hair is black. Hair color is black. Eyes are open. Face looks slightly to the left,sad
02402,0.6245,2402,0.8276,Picture of a man. The hair is dark. Hair color is brown. Eyes are open. Face looks very happy,sad
07009,0.6245,7009,0.95,Picture of a man. The hair is dark. Hair color is dark brown. Eyes are open. Face looks slightly slightly,sad
10709,0.6226,10709,0.963,Picture of a man. The hair is bald. Hair color is brown. Eyes are open. Face looks very bald,sad
02020,0.6226,2020,0.9746,Picture of a woman. The hair is blonde. Hair color is light blonde. Eyes are open. Face looks slightly,sad
06968,0.6226,6968,0.8857,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
14980,0.6226,14980,0.626,Picture of a man with glasses and a tie. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly slightly,sad
18167,0.6226,18167,0.852,Picture of amy mullenn. The hair is blonde. Hair color is light brown. Eyes are blue. Face looks slightly slightly,sad
07604,0.6226,7604,0.84,Picture of a woman with glasses. The hair is black. Hair color is black. Eyes are open. Face looks slightly,sad
18687,0.6226,18687,0.9644,Picture of a girl. The hair is long. Hair color is black. Eyes are open. Face looks slightly to the left,sad
17651,0.6226,17651,0.96,Picture of a little girl with a flower in her hair. The hair is pink. Hair color is red. Eyes are open. Face looks like a flower,sad
08464,0.6226,8464,0.9863,Picture of a man with a beard and a blue shirt. The hair is wet. Hair color is gray. Eyes are open. Face looks very sad,sad
04539,0.6226,4539,0.982,Picture of a girl. The hair is blonde. Hair color is blonde. Eyes are open. Face looks very sad,sad
08005,0.6226,8005,0.911,Picture of a man with a paper hat on his head. The hair is brown. Hair color is brown. Eyes are white. Face looks like a man,sad
09717,0.6226,9717,0.9546,Picture of a man. The hair is black. Hair color is black. Eyes are open. Face looks slightly,sad
12588,0.6226,12588,0.955,Picture of a woman. The hair is brown. Hair color is brown. Eyes are closed. Face looks slightly,sad
14956,0.6226,14956,0.9336,Picture of a young boy with a bloody face. The hair is brown. Hair color is brown. Eyes are red. Face looks like a bloody,sad
08892,0.6226,8892,0.902,Picture of a woman with long black hair. The hair is long. Hair color is a great way to get the look of a natural look. Eyes are dark. Face looks very different,sad
06285,0.6226,6285,0.9355,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks very sad,sad
05460,0.6226,5460,0.976,Picture of a man wearing a blue hat and glasses. The hair is brown. Hair color is blue. Eyes are open. Face looks slightly at the camera,sad
00879,0.6226,879,0.8335,Picture of a woman. The hair is wet. Hair color is black. Eyes are open. Face looks like a face,sad
12548,0.6226,12548,0.9644,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks very good,sad
15265,0.6226,15265,0.9985,Picture of a woman. The hair is long. Hair color is blonde. Eyes are open. Face looks like a woman,sad
15381,0.6226,15381,0.84,Picture of a young boy with a tooth. The hair is blonde. Hair color is blonde. Eyes are blue. Face looks very sad,sad
06384,0.6226,6384,0.979,Picture of a man with a hat and a beard. The hair is white. Hair color is white. Eyes are open. Face looks slightly slightly,sad
16392,0.6226,16392,0.937,Picture of a woman with a white hat and a blue eye. The hair is black. Hair color is blue. Eyes are closed. Face looks down,sad
02858,0.6226,2858,0.938,Picture of a young girl. The hair is long. Hair color is blonde. Eyes are open. Face looks like a little girl,sad
08481,0.6226,8481,0.885,Picture of a woman wearing sunglasses. The hair is long. Hair color is blonde. Eyes are closed. Face looks to the left,sad
08017,0.6226,8017,0.993,Picture of a man with glasses and a tie. The hair is dark. Hair color is dark brown. Eyes are open. Face looks slightly slightly,sad
18329,0.6226,18329,0.8687,Picture of a man. The hair is gray. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
05233,0.6206,5233,0.992,Picture of a woman with green and blue makeup. The hair is blonde and has green and blue. Hair color is a green color. Eyes are the best makeup tips for green eyes. Face looks like a mermaid with green and blue eyes,sad
15820,0.6206,15820,0.978,Picture of a woman with short hair. The hair is gray. Hair color is light blonde. Eyes are open. Face looks slightly slightly,sad
11425,0.6206,11425,0.808,Picture of a young girl with a hairdo. The hair is brown. Hair color is brown. Eyes are open. Face looks like a little girl,sad
16569,0.6206,16569,0.994,Picture of a woman with blue hair and bright makeup. The hair is blue. Hair color is a great way to get your hair color. Eyes are blue. Face looks like a mermaid,sad
06049,0.6206,6049,0.8613,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly,sad
06470,0.6206,6470,0.797,Picture of a woman. The hair is black. Hair color is black. Eyes are open. Face looks slightly,sad
03766,0.6206,3766,0.904,Picture of a man with glasses and a tie. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
19859,0.6187,19859,0.999,Picture of a woman with long curly hair. The hair is brown. Hair color is brown. Eyes are brown. Face looks very different,sad
17537,0.6187,17537,0.9824,Picture of a man and a dog. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a man,sad
16658,0.6187,16658,0.921,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly at camera,sad
08900,0.6187,8900,0.9688,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
10606,0.6187,10606,0.9683,Picture of a man with a hat and a tie. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly slightly,sad
08682,0.6187,8682,0.9937,Picture of a man. The hair is black. Hair color is black. Eyes are open. Face looks slightly to the left,sad
12294,0.6187,12294,0.9795,Picture of a man with a beard. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly slightly,sad
15342,0.6187,15342,0.9707,Picture of a girl. The hair is blonde. Hair color is blonde. Eyes are open. Face looks very young,sad
16025,0.6187,16025,0.952,Picture of a woman. The hair is long. Hair color is blonde. Eyes are blue. Face looks very sad,sad
08479,0.6187,8479,0.977,Picture of a man with glasses and a tie. The hair is brown. Hair color is brown. Eyes are open. Face looks like a man,sad
15306,0.6187,15306,0.9004,Picture of a baby. The hair is brown. Hair color is brown. Eyes are open. Face looks down,sad
09969,0.6187,9969,0.9917,Picture of a young girl smoking a cigarette. The hair is black. Hair color is black. Eyes are open. Face looks slightly to the left,sad
04848,0.6187,4848,0.977,Picture of a man with a black hair. The hair is black. Hair color is black. Eyes are open. Face looks like a man,sad
03300,0.6187,3300,0.9517,Picture of a man wearing a hat and glasses. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
19355,0.6187,19355,0.6655,Picture of a man wearing a hat and glasses. The hair is gray. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
18481,0.6187,18481,0.8105,Picture of a man with hair blowing. The hair is black. Hair color is black. Eyes are open. Face looks to the left,sad
08050,0.6187,8050,0.951,Picture of a man. The hair is brown. Hair color is brown. Eyes are closed. Face looks slightly to the left,sad
16245,0.6187,16245,0.998,Picture of a man. The hair is dark. Hair color is dark. Eyes are open. Face looks slightly slightly,sad
00595,0.6187,595,0.939,Picture of a man with glasses and a tie. The hair is gray. Hair color is light brown. Eyes are open. Face looks slightly slightly,sad
16469,0.6187,16469,0.9395,Picture of a woman. The hair is brown. Hair color is brown. Eyes are closed. Face looks slightly,sad
17604,0.6187,17604,0.938,Picture of a man in a suit and tie. The hair is gray. Hair color is light gray. Eyes are open. Face looks slightly to the left,sad
09450,0.6187,9450,0.9956,Picture of a man with a hat and a tie. The hair is black. Hair color is black. Eyes are open. Face looks like a man,sad
17834,0.6187,17834,0.821,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly at camera,sad
04252,0.6187,4252,0.8765,Picture of a woman wearing a graduation cap. The hair is long. Hair color is black. Eyes are open. Face looks slightly to the left,sad
13936,0.6187,13936,0.9424,Picture of a woman with a hair brush. The hair is long. Hair color is brown. Eyes are open. Face looks like a woman with a scarf around her neck,sad
19894,0.6187,19894,0.9917,Picture of a woman. The hair is wet. Hair color is black. Eyes are open. Face looks like a woman,sad
00397,0.6187,397,0.967,Picture of a woman with glasses and a tie. The hair is short. Hair color is blonde. Eyes are open. Face looks slightly slightly,sad
13045,0.6187,13045,0.9536,Picture of a young boy with a tooth. The hair is brown. Hair color is brown. Eyes are open. Face looks very sad,sad
13518,0.6187,13518,0.97,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks very sad,sad
18437,0.6187,18437,0.9897,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks very at the camera,sad
10643,0.6187,10643,0.691,Picture of a man with glasses and a tie. The hair is gray. Hair color is light blonde. Eyes are open. Face looks slightly slightly,sad
15109,0.6187,15109,0.9995,Picture of a woman. The hair is brown. Hair color is brown. Eyes are blue. Face looks like a woman,sad
13291,0.6187,13291,0.803,Picture of a man. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly at camera,sad
08672,0.6167,8672,0.988,Picture of a woman with a pink hat. The hair is blonde. Hair color is red. Eyes are open. Face looks like a woman,sad
18470,0.6167,18470,0.88,Picture of a man with glasses and a tie. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
14835,0.6167,14835,0.9805,Picture of a man with a microphone. The hair is black. Hair color is black. Eyes are open. Face looks slightly slightly,sad
09156,0.6167,9156,0.9053,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly,sad
01586,0.6167,1586,0.8374,Picture of a woman. The hair is wet. Hair color is black. Eyes are open. Face looks slightly to the left,sad
03941,0.6167,3941,0.9717,Picture of a woman with glasses and a pink shirt. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly,sad
16150,0.6167,16150,0.996,Picture of a woman with green hair. The hair is green. Hair color is green. Eyes are open. Face looks like a girl,sad
04770,0.615,4770,0.993,Picture of a man with glasses. The hair is wet. Hair color is dark. Eyes are open. Face looks slightly,sad
15215,0.615,15215,0.995,Picture of a woman and a baby. The hair is wet. Hair color is brown. Eyes are open. Face looks like a baby,sad
17416,0.615,17416,0.6074,Picture of a man with glasses and a beard. The hair is gray. Hair color is dark. Eyes are open. Face looks slightly slightly,sad
02171,0.615,2171,0.9795,Picture of a man in a suit and tie. The hair is blonde. Hair color is light brown. Eyes are open. Face looks slightly slightly,sad
15462,0.615,15462,0.9316,Picture of a man. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly slightly,sad
07853,0.615,7853,0.7026,Picture of a little girl with a face painted like a monkey. The hair is blonde. Hair color is pink. Eyes are brown. Face looks like a doll,sad
13455,0.615,13455,0.9697,Picture of a man with a blue and white striped shirt. The hair is wet. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
15567,0.615,15567,0.967,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks like a man,sad
04448,0.615,4448,0.994,Picture of a young boy with a tie and a tie. The hair is wet. Hair color is brown. Eyes are open. Face looks very sad,sad
04401,0.615,4401,0.999,Picture of a girl. The hair is brown. Hair color is brown. Eyes are open. Face looks like a girl,sad
16302,0.615,16302,0.9897,Picture of a young boy with a tooth. The hair is blonde. Hair color is blonde. Eyes are open. Face looks very sad,sad
07672,0.615,7672,0.717,Picture of a young girl. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly at camera,sad
09579,0.615,9579,0.676,Picture of a young boy wearing a hat. The hair is blonde. Hair color is blonde. Eyes are blue. Face looks very sad,sad
16033,0.615,16033,0.9663,Picture of a woman with a cat on her shoulder. The hair is long. Hair color is brown. Eyes are closed. Face looks down,sad
07559,0.615,7559,0.9287,Picture of a man. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly slightly,sad
09505,0.615,9505,0.9844,Picture of a man wearing a blue hat. The hair is gray. Hair color is light blue. Eyes are open. Face looks slightly to the left,sad
03598,0.615,3598,0.8955,Picture of a woman. The hair is gray. Hair color is silver. Eyes are open. Face looks like a woman,sad
11268,0.615,11268,0.9937,Picture of a young boy. The hair is blonde. Hair color is blonde. Eyes are open. Face looks very sad,sad
05120,0.615,5120,0.866,Picture of a man. The hair is brown. Hair color is red. Eyes are open. Face looks slightly to the left,sad
08130,0.615,8130,0.8643,Picture of a man. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly slightly,sad
03387,0.615,3387,0.9946,Picture of a man. The hair is gray. Hair color is light gray. Eyes are open. Face looks slightly slightly,sad
15040,0.615,15040,0.9673,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are blue. Face looks slightly,sad
02335,0.615,2335,0.9854,Picture of a girl. The hair is long. Hair color is brown. Eyes are blue. Face looks to the left,sad
16886,0.615,16886,0.8823,Picture of a woman with a red hair. The hair is brown. Hair color is red. Eyes are open. Face looks to the left,sad
16901,0.615,16901,0.9927,Picture of a woman. The hair is black. Hair color is black. Eyes are open. Face looks very angry,sad
05595,0.615,5595,0.915,Picture of a man. The hair is black. Hair color is black. Eyes are open. Face looks slightly slightly,sad
00361,0.615,361,0.902,Picture of two girls. The hair is blonde. Hair color is yellow. Eyes are open. Face looks like a woman,sad
10611,0.615,10611,0.9946,Picture of a young man. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly at camera,sad
19987,0.615,19987,0.9854,Picture of a woman. The hair is gray. Hair color is silver. Eyes are open. Face looks to the left,sad
00184,0.615,184,0.9893,Picture of a girl. The hair is brown. Hair color is brown. Eyes are blue. Face looks very sad,sad
14490,0.615,14490,0.876,Picture of a woman with a piece of paper covering her face. The hair is blue. Hair color is blue. Eyes are open. Face looks like a piece of paper,sad
08167,0.615,8167,0.977,Picture of a young boy with a short haircut. The hair is brown. Hair color is light brown. Eyes are wide. Face looks like a child,sad
